2,6,1
2,3,1
2,2,1
2,4,1
2,5,1
2,12,1
2,26,1
2,2,1
2,4,1
2,4,1
2,2,1
2,2,1
2,6,1
2,9,1
2,4,1
2,3,1
2,4,1
2,4,1
2,26,1
2,25,1
2,24,1
2,25,1
2,23,1
2,18,1
2,16,1
2,2,1
2,6,1
2,12,1
2,17,1
2,16,1
2,2,1
2,2,1
2,9,1
2,4,1
2,3,1
17,2,1
17,3,1
17,4,1
17,2,1
22,23,1
22,9,1
22,2,1
22,2,1
22,10,1
22,2,1
22,2,1
22,2,1
22,2,1
20,2,1
20,3,1
20,5,1
20,8,1
20,51740,1
20,48155,1
20,51600,1
20,48155,1
20,3812,1
20,10,1
20,2,1
20,2,1
20,48155,1
20,51600,1
20,3,1
20,3,1
20,3,1
20,3,1
20,3,1
20,3,1
20,3,1
20,3,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,48155,1
20,2,1
20,48155,1
20,48155,1
20,48155,1
20,2,1
20,2,1
20,48155,1
20,48155,1
20,2,1
20,48155,1
20,48155,1
20,48155,1
20,3,1
20,3,1
20,2,1
20,2,1
20,17,1
20,2,1
20,2,1
20,2,1
20,55352,1
20,55352,1
20,55351,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,48155,1
20,2,1
20,2,1
20,2,1
20,2,1
20,3,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,3,1
20,2,1
20,2,1
2,14,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,9,1
2,9,1
2,9,1
2,9,1
2,9,1
2,9,1
2,9,1
2,2,1
2,5,1
2,2,1
2,3,1
2,3,1
2,3,1
2,3,1
2,3,1
2,4,1
2,4,1
2,4,1
2,4,1
2,4,1
2,4,1
2,4,1
2,2,1
2,6,1
2,2,1
2,1,1
2,1,1
